,route,route-collected,Date,name,type,departure_time,arrival_time,duration,price,seats_available,rating
245,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),21:00,02:30,05h 30m,INR 599,32 Seats available,4.8
246,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),21:35,03:00,05h 25m,514,24 Seats available,4.7
247,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Manish Travels,A/C Seater / Sleeper (2+1),16:30,23:25,06h 55m,INR 650,34 Seats available,2.7
248,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Manish Travels,NON A/C Seater (2+2),16:45,23:55,07h 10m,INR 600,32 Seats available,2.9
249,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Giroba Travels,Non AC Seater (2+2),18:00,02:00,08h 00m,INR 350,37 Seats available,No rating
250,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Anand Travels,NON A/C Sleeper (2+1),18:00,02:00,08h 00m,639,23 Seats available,2.8
251,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Manish Roshan Travels,A/C Sleeper (2+1),18:00,02:30,08h 30m,INR 700,30 Seats available,2.7
252,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),AC Sleeper (2+1),18:30,00:45,06h 15m,INR 699,24 Seats available,2.8
253,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,01:30,06h 30m,INR 499,27 Seats available,2.5
254,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),14:00,20:30,06h 30m,INR 899,23 Seats available,4.7
255,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),15:30,21:45,06h 15m,INR 1011,23 Seats available,4.5
256,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),15:30,21:45,06h 15m,INR 800,20 Seats available,3.9
257,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),16:30,22:30,06h 00m,INR 1011,20 Seats available,4.1
258,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),16:30,23:00,06h 30m,INR 750,24 Seats available,3.3
259,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Jolly Tours and Travels,VE A/C Sleeper (2+1),17:30,00:45,07h 15m,INR 1499,29 Seats available,3.6
260,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),17:30,00:25,06h 55m,INR 899,15 Seats available,3.9
261,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Sai Travels - Shree Sai,NON A/C Push Back (2+2),17:30,01:30,08h 00m,INR 5000,45 Seats available,3.6
262,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),18:20,00:35,06h 15m,INR 899,20 Seats available,4.3
263,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,"National Travels,Goa",NON A/C Sleeper (2+1),19:00,00:45,05h 45m,2375,24 Seats available,3.7
264,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,"National Travels,Goa",A/C Sleeper (2+1),19:00,02:30,07h 30m,INR 2000,30 Seats available,3.7
265,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Laxmi Queen Prime,A/C Sleeper (2+1),19:30,01:30,06h 00m,INR 799,19 Seats available,3.9
266,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),20:03,02:03,06h 00m,INR 5000,24 Seats available,4.1
267,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Laxmi Queen Asta,A/C Sleeper (2+1),20:30,02:00,05h 30m,INR 799,18 Seats available,4.9
268,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Indumati Travels,A/C Sleeper (2+1),21:00,02:45,05h 45m,1900,20 Seats available,3.0
269,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,03:30,05h 00m,INR 999,30 Seats available,4.2
270,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Atmaram Travels Goa,A/C Sleeper (2+1),22:31,04:01,05h 30m,INR 1099,24 Seats available,3.8
271,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),19:00,23:55,04h 55m,INR 2050,13 Seats available,No rating
272,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,AAINATH TRAVELS,A/C Sleeper (2+1),21:30,02:30,05h 00m,INR 2499,21 Seats available,2.0
273,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,VRL Travels,A/C Sleeper (2+1),19:30,02:00,06h 30m,INR 1000,29 Seats available,3.4
274,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra?fromCityId=210&toCityId=76079&fromCityName=Goa&toCityName=Kolhapur(Maharashtra)&busType=Any&onward=23-Jul-2024,24-Jul,VRL Travels,A/C Sleeper (2+1),20:00,03:00,07h 00m,INR 1000,24 Seats available,3.4
275,Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur?fromCityId=210&toCityId=646&fromCityName=Goa&toCityName=Solapur&busType=Any&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,INR 850,26 Seats available,2.8
276,Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur?fromCityId=210&toCityId=646&fromCityName=Goa&toCityName=Solapur&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),16:30,04:00,11h 30m,INR 1199,20 Seats available,4.6
277,Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur?fromCityId=210&toCityId=646&fromCityName=Goa&toCityName=Solapur&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),17:30,04:45,11h 15m,INR 1199,14 Seats available,3.0
278,Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur?fromCityId=210&toCityId=646&fromCityName=Goa&toCityName=Solapur&busType=Any&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),15:30,03:00,11h 30m,INR 1199,21 Seats available,4.2
279,Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur?fromCityId=210&toCityId=646&fromCityName=Goa&toCityName=Solapur&busType=Any&onward=23-Jul-2024,24-Jul,S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,INR 800,30 Seats available,2.3
280,Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur?fromCityId=210&toCityId=646&fromCityName=Goa&toCityName=Solapur&busType=Any&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),19:00,04:30,09h 30m,INR 1650,11 Seats available,3.7
281,Goa to Sangola (Solapur),https://www.redbus.in/bus-tickets/goa-to-sangola?fromCityId=210&toCityId=69124&fromCityName=Goa&toCityName=Sangola%20(Solapur)&busType=Any&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,INR 675,27 Seats available,3.3
282,Goa to Sangola (Solapur),https://www.redbus.in/bus-tickets/goa-to-sangola?fromCityId=210&toCityId=69124&fromCityName=Goa&toCityName=Sangola%20(Solapur)&busType=Any&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),19:00,02:00,07h 00m,INR 1650,13 Seats available,3.1
283,Sangola (Solapur) to Goa,https://www.redbus.in/bus-tickets/sangola-to-goa?fromCityId=69124&toCityId=210&fromCityName=Sangola%20(Solapur)&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,INR 675,35 Seats available,2.5
284,Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport?fromCityId=253650&toCityId=197221&fromCityName=Calangute%20(goa)&toCityName=Goa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,15:15,01h 45m,INR 200,36 Seats available,3.6
285,Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport?fromCityId=253650&toCityId=197221&fromCityName=Calangute%20(goa)&toCityName=Goa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,17:15,01h 45m,INR 200,40 Seats available,4.2
286,Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport?fromCityId=253650&toCityId=197221&fromCityName=Calangute%20(goa)&toCityName=Goa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,INR 200,42 Seats available,4.8
287,Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli?fromCityId=210&toCityId=571&fromCityName=Goa&toCityName=Sangli&busType=Any&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,INR 490,27 Seats available,3.3
288,Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli?fromCityId=210&toCityId=571&fromCityName=Goa&toCityName=Sangli&busType=Any&onward=23-Jul-2024,24-Jul,Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,570,23 Seats available,3.5
289,Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli?fromCityId=210&toCityId=571&fromCityName=Goa&toCityName=Sangli&busType=Any&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),19:00,02:35,07h 35m,INR 1650,13 Seats available,4.0
290,Calangute (goa) to Mopa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport?fromCityId=253650&toCityId=304429&fromCityName=Calangute%20(goa)&toCityName=Mopa%20Airport&busType=Any&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),11:45,13:00,01h 15m,INR 200,46 Seats available,3.1
291,Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa?fromCityId=304429&toCityId=253650&fromCityName=Mopa%20Airport&toCityName=Calangute%20(goa)&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,12:55,01h 25m,INR 200,47 Seats available,5.0
292,Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa?fromCityId=304429&toCityId=253650&fromCityName=Mopa%20Airport&toCityName=Calangute%20(goa)&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,13:10,01h 10m,INR 200,48 Seats available,4.3
293,Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa?fromCityId=304429&toCityId=253650&fromCityName=Mopa%20Airport&toCityName=Calangute%20(goa)&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:40,01h 10m,INR 200,47 Seats available,4.4
294,Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa?fromCityId=304429&toCityId=253650&fromCityName=Mopa%20Airport&toCityName=Calangute%20(goa)&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,INR 200,47 Seats available,4.3
295,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj?fromCityId=210&toCityId=572&fromCityName=Goa&toCityName=Miraj&busType=Any&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,INR 505,27 Seats available,2.6
296,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj?fromCityId=210&toCityId=572&fromCityName=Goa&toCityName=Miraj&busType=Any&onward=23-Jul-2024,24-Jul,Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,570,23 Seats available,3.7
297,Goa to Miraj,https://www.redbus.in/bus-tickets/goa-to-miraj?fromCityId=210&toCityId=572&fromCityName=Goa&toCityName=Miraj&busType=Any&onward=23-Jul-2024,24-Jul,Humsafar Travels,A/C Sleeper (2+1),19:00,02:05,07h 05m,INR 1650,13 Seats available,2.6
298,Goa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa?fromCityId=197221&toCityId=253650&fromCityName=Goa%20Airport&toCityName=Calangute%20(goa)&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,15:30,01h 45m,INR 200,41 Seats available,3.5
299,Goa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa?fromCityId=197221&toCityId=253650&fromCityName=Goa%20Airport&toCityName=Calangute%20(goa)&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:30,01h 30m,INR 200,42 Seats available,4.5
300,Shivamogga to Goa,https://www.redbus.in/bus-tickets/shimoga-to-goa?fromCityId=95224&toCityId=210&fromCityName=Shivamogga&toCityName=Goa&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08:00,08h 15m,INR 700,29 Seats available,4.6
301,Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport?fromCityId=210&toCityId=304429&fromCityName=Goa&toCityName=Mopa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:44,11:15,00h 31m,INR 150,47 Seats available,3.7
302,Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport?fromCityId=210&toCityId=304429&fromCityName=Goa&toCityName=Mopa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 159647,A/C Seater (2+3),11:00,11:30,00h 30m,INR 150,47 Seats available,3.7
303,Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport?fromCityId=210&toCityId=304429&fromCityName=Goa&toCityName=Mopa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),12:30,13:00,00h 30m,INR 150,46 Seats available,3.0
304,Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport?fromCityId=210&toCityId=304429&fromCityName=Goa&toCityName=Mopa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),14:00,14:30,00h 30m,INR 150,47 Seats available,2.7
305,Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport?fromCityId=210&toCityId=304429&fromCityName=Goa&toCityName=Mopa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,17:00,02h 00m,INR 400,48 Seats available,4.6
306,Goa to Mopa Airport,https://www.redbus.in/bus-tickets/goa-to-mopa-airport?fromCityId=210&toCityId=304429&fromCityName=Goa&toCityName=Mopa%20Airport&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,17:00,01h 05m,INR 200,48 Seats available,3.6
307,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara?fromCityId=210&toCityId=362&fromCityName=Goa&toCityName=Satara&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,06:10,07h 40m,INR 606,21 Seats available,4.8
308,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara?fromCityId=210&toCityId=362&fromCityName=Goa&toCityName=Satara&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,IntrCity SmartBus,AC Sleeper (2+1),20:00,05:25,09h 25m,INR 799,27 Seats available,4.7
309,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara?fromCityId=210&toCityId=362&fromCityName=Goa&toCityName=Satara&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,06:30,09h 30m,INR 710,7 Seats available,4.4
310,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara?fromCityId=210&toCityId=362&fromCityName=Goa&toCityName=Satara&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,07:30,09h 30m,INR 800,28 Seats available,4.3
311,Goa to Satara,https://www.redbus.in/bus-tickets/goa-to-satara?fromCityId=210&toCityId=362&fromCityName=Goa&toCityName=Satara&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,24-Jul,Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,08:00,09h 30m,INR 600,25 Seats available,4.3
