,route,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
1003,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 8727,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:45,07h 30m,INR 517,30 Seats available,4.4
1004,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 8729,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,06:00,07h 00m,INR 517,29 Seats available,4.1
1005,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,TSRTC - 8737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,06:50,07h 30m,INR 517,27 Seats available,3.7
1006,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,BSR Tours And Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 800,18 Seats available,4.7
1007,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,BSR Tours And Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 800,19 Seats available,4.4
1008,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,05:45,07h 30m,INR 500,28 Seats available,4.0
1009,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:50,08h 30m,INR 450,26 Seats available,4.0
1010,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,INR 560,28 Seats available,4.3
1011,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),22:50,05:15,06h 25m,INR 750,24 Seats available,3.8
1012,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,06:30,07h 55m,INR 450,31 Seats available,3.9
1013,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,05:50,08h 30m,INR 750,28 Seats available,4.2
1014,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:50,07h 30m,INR 470,29 Seats available,3.1
1015,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:30,06:30,07h 00m,INR 500,28 Seats available,2.8
1016,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:45,05:45,07h 00m,INR 800,29 Seats available,2.8
1017,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),22:30,05:10,06h 40m,INR 750,27 Seats available,2.2
1018,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Vasireddy Travels,A/C Seater / Sleeper (2+1),22:30,06:08,07h 38m,INR 699,32 Seats available,3.6
1019,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,A.R.M.T Co.,A/C Sleeper (2+1),17:30,00:30,07h 00m,INR 1200,27 Seats available,2.7
1020,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,MAHABAHUSRIKVRTRAVELS,Non A/C Seater / Sleeper (2+1),16:00,23:50,07h 50m,INR 1500,44 Seats available,1.9
1021,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:50,07h 30m,INR 450,22 Seats available,3.5
1022,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:20,06:50,08h 30m,INR 3000,23 Seats available,2.5
1023,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),18:00,00:30,06h 30m,475,48 Seats available,1.9
1024,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,Vasireddy Travels,Non A/C Seater / Sleeper (2+1),22:30,06:08,07h 38m,INR 699,23 Seats available,2.9
1025,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam?fromCityId=124&toCityId=517&fromCityName=Hyderabad&toCityName=Bhadrachalam&busType=Any&onward=22-Jul-2024,MAHABAHUSRIKVRTRAVELS,A/C Seater / Sleeper (2+1),17:00,23:40,06h 40m,INR 1500,43 Seats available,1.9
1026,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 6909,Deluxe (Non AC Seater 2+2),08:40,15:00,06h 20m,INR 396,35 Seats available,3.8
1027,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 98926,LAHARI A/C SLEEPER CUM SEATER,09:00,16:15,07h 15m,INR 548,38 Seats available,3.8
1028,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 06632,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,15:15,06h 00m,INR 451,33 Seats available,3.8
1029,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 34346,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:20,16:20,06h 00m,INR 451,31 Seats available,3.8
1030,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 1322,Lahari A/C sleeper,10:25,18:00,07h 35m,INR 548,41 Seats available,3.9
1031,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,17:00,06h 30m,INR 451,31 Seats available,3.8
1032,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8743,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,18:45,06h 30m,INR 451,31 Seats available,3.8
1033,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8873,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,19:25,06h 05m,INR 451,31 Seats available,3.0
1034,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,21:30,06h 30m,INR 548,33 Seats available,2.6
1035,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 1320,Lahari A/C sleeper,15:55,22:40,06h 45m,INR 548,32 Seats available,2.6
1036,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 34336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,22:30,06h 30m,INR 451,33 Seats available,3.8
1037,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8760,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,23:30,06h 30m,INR 451,29 Seats available,4.8
1038,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,23:40,06h 00m,INR 451,1 Seat available,3.8
1039,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,00:50,06h 30m,INR 451,31 Seats available,3.6
1040,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,03:40,08h 10m,INR 451,31 Seats available,3.9
1041,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 34342,RAJDHANI (A.C. Semi Sleeper),19:40,01:40,06h 00m,INR 548,32 Seats available,3.9
1042,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8719,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:00,08h 00m,INR 451,25 Seats available,4.8
1043,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 4160,RAJDHANI (A.C. Semi Sleeper),20:00,03:20,07h 20m,INR 548,32 Seats available,3.6
1044,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 6906,Deluxe (Non AC Seater 2+2),20:20,02:40,06h 20m,INR 396,28 Seats available,3.8
1045,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 34330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,03:10,06h 30m,INR 451,30 Seats available,4.8
1046,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:30,06h 45m,INR 451,30 Seats available,4.4
1047,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8727,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:45,06h 30m,INR 451,30 Seats available,3.7
1048,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 34340,RAJDHANI (A.C. Semi Sleeper),21:15,05:00,07h 45m,INR 548,20 Seats available,3.4
1049,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 9984,Lahari Non A/C Sleeper Cum Seater,21:30,04:15,06h 45m,INR 451,45 Seats available,3.5
1050,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8926,LAHARI A/C SLEEPER CUM SEATER,21:30,05:00,07h 30m,INR 548,39 Seats available,3.4
1051,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8875,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:45,06h 15m,INR 451,32 Seats available,4.8
1052,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 9970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:15,06h 00m,INR 451,28 Seats available,4.8
1053,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8872,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,04:50,06h 10m,INR 451,30 Seats available,3.9
1054,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8729,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:00,06h 00m,INR 451,29 Seats available,3.7
1055,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,05:50,06h 30m,INR 451,27 Seats available,3.7
1056,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,TSRTC - 8877,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,06:15,06h 20m,INR 451,30 Seats available,4.8
1057,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,INR 800,18 Seats available,4.8
1058,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,INR 800,19 Seats available,4.6
1059,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,05:00,06h 45m,INR 500,29 Seats available,4.3
1060,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:00,06h 45m,INR 560,28 Seats available,4.2
1061,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),22:50,04:30,05h 40m,INR 750,24 Seats available,3.7
1062,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,05:30,06h 55m,INR 450,31 Seats available,4.2
1063,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:55,08h 35m,INR 450,26 Seats available,4.0
1064,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,04:50,07h 30m,INR 750,28 Seats available,4.5
1065,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),22:30,04:20,05h 50m,INR 750,30 Seats available,3.0
1066,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:30,05:15,05h 45m,INR 500,26 Seats available,2.8
1067,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,INR 470,31 Seats available,2.9
1068,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:45,05:00,06h 15m,INR 800,29 Seats available,2.2
1069,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),18:00,23:45,05h 45m,475,48 Seats available,2.2
1070,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,MAHABAHUSRIKVRTRAVELS,Non A/C Seater / Sleeper (2+1),16:00,23:00,07h 00m,INR 1500,44 Seats available,1.2
1071,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Vasireddy Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,INR 699,32 Seats available,3.9
1072,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Vasireddy Travels,Non A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,INR 699,23 Seats available,3.9
1073,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:20,05:10,06h 50m,INR 3000,23 Seats available,2.9
1074,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,INR 450,22 Seats available,2.9
1075,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem?fromCityId=124&toCityId=519&fromCityName=Hyderabad&toCityName=Kothagudem&busType=Any&onward=22-Jul-2024,MAHABAHUSRIKVRTRAVELS,A/C Seater / Sleeper (2+1),17:00,22:45,05h 45m,INR 1500,43 Seats available,1.2
1076,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad?fromCityId=1037&toCityId=124&fromCityName=Jagityal&toCityName=Hyderabad&busType=Any&onward=22-Jul-2024,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),18:00,22:30,04h 30m,INR 1000,44 Seats available,3.0
