,Unnamed: 0,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
2828,2828,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,22:30,06:00,07h 30m,INR 600,35 Seats available,2.3
2829,2829,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,23:45,07:15,07h 30m,INR 1090,30 Seats available,2.2
2830,2830,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,00:55,07:45,06h 50m,INR 990,24 Seats available,2.4
2831,2831,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:50,07:05,08h 15m,INR 525,31 Seats available,2.3
2832,2832,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,00:55,08:00,07h 05m,INR 790,26 Seats available,2.5
2833,2833,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Rajesh Transports,NON A/C Sleeper (2+1),24-Jul,03:00,10:00,07h 00m,INR 800,28 Seats available,2.8
2834,2834,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,01:15,08:00,06h 45m,INR 1190,9 Seats available,3.0
2835,2835,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri KVR Travels,A/C Seater / Sleeper (2+1),24-Jul,23:55,06:30,06h 35m,INR 700,41 Seats available,3.1
2836,2836,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),24-Jul,03:35,10:05,06h 30m,5900,30 Seats available,3.0
2837,2837,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),24-Jul,23:15,06:20,07h 05m,INR 599,29 Seats available,2.9
2838,2838,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Nani’s Sai Krishna Travels,A/C Seater / Sleeper (2+1),24-Jul,21:00,05:15,08h 15m,INR 525,29 Seats available,2.3
2839,2839,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,21:30,04:00,06h 30m,INR 1600,39 Seats available,3.1
2840,2840,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:45,05:11,09h 26m,540,39 Seats available,2.3
2841,2841,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:30,05:00,09h 30m,540,37 Seats available,2.6
2842,2842,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Orange Tours And Travels,A/C Seater / Sleeper (2+1),24-Jul,01:00,08:15,07h 15m,INR 1200,30 Seats available,1.9
2843,2843,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:45,07:00,07h 15m,475,32 Seats available,2.7
2844,2844,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:00,04:30,09h 30m,540,44 Seats available,1.9
2845,2845,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Shree Manikanta Travels,A/C Sleeper (2+1),24-Jul,23:40,06:00,06h 20m,INR 969,32 Seats available,2.7
2846,2846,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,01:50,08:30,06h 40m,807,20 Seats available,2.5
2847,2847,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),24-Jul,19:30,04:15,08h 45m,INR 599,26 Seats available,2.5
2848,2848,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:40,05:00,07h 20m,INR 460,35 Seats available,2.4
2849,2849,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Navayuga Travels,A/C Sleeper (2+1),24-Jul,19:00,05:10,10h 10m,INR 1099,32 Seats available,2.1
2850,2850,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mozo travels,A/C Sleeper (2+1),24-Jul,00:50,07:40,06h 50m,INR 719,1 Seat available,4.8
2851,2851,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),24-Jul,03:30,10:30,07h 00m,INR 1000,27 Seats available,1.7
2852,2852,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,02:10,08:50,06h 40m,INR 849,8 Seats available,4.4
2853,2853,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),24-Jul,21:40,03:35,05h 55m,INR 700,36 Seats available,4.3
2854,2854,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),24-Jul,22:00,04:10,06h 10m,INR 700,45 Seats available,4.3
2855,2855,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sai Balaji Travels,A/C Sleeper (2+1),24-Jul,23:35,05:45,06h 10m,INR 699,28 Seats available,4.0
2856,2856,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,KKaveri Travels,A/C Sleeper (2+1),24-Jul,21:00,04:00,07h 00m,1170,29 Seats available,3.8
2857,2857,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,04:00,10:30,06h 30m,INR 1008,32 Seats available,3.8
2858,2858,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),24-Jul,01:00,08:15,07h 15m,1170,28 Seats available,3.8
2859,2859,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,IRA Travels,A/C Seater / Sleeper (2+1),24-Jul,18:05,02:20,08h 15m,INR 599,36 Seats available,3.8
2860,2860,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SVD Vedansh Travels,A/C Sleeper (2+1),24-Jul,04:30,10:00,05h 30m,INR 999,30 Seats available,3.7
2861,2861,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Navin Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:10,05:00,07h 50m,509,31 Seats available,3.7
2862,2862,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mayuri Travels,A/C Seater / Sleeper (2+1),24-Jul,23:54,07:00,07h 06m,INR 780,40 Seats available,3.7
2863,2863,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,KTR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:45,05:15,06h 30m,INR 709,25 Seats available,3.6
2864,2864,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sai RK Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:45,04:30,07h 45m,INR 570,31 Seats available,3.6
2865,2865,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sai RK Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:00,05:30,10h 30m,INR 560,31 Seats available,3.6
2866,2866,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mayuri Travels,A/C Sleeper (2+1),24-Jul,03:40,09:45,06h 05m,INR 999,17 Seats available,3.4
2867,2867,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Vikram Travels,A/C Sleeper (2+1),24-Jul,03:00,11:20,08h 20m,INR 800,16 Seats available,3.4
2868,2868,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mayuri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:55,07:00,07h 05m,INR 800,41 Seats available,3.4
2869,2869,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Durga Kaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:45,04:35,08h 50m,INR 550,35 Seats available,3.3
2870,2870,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Sambhavi Tours and Travels,NON A/C Semi Sleeper (2+2),24-Jul,20:12,05:00,08h 48m,1425,41 Seats available,3.3
2871,2871,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),24-Jul,20:15,05:00,08h 45m,950,41 Seats available,3.3
2872,2872,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Padmavathi Travels,A/C Sleeper (2+1),24-Jul,22:00,06:00,08h 00m,INR 700,28 Seats available,3.7
2873,2873,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,22:30,06:55,08h 25m,INR 790,27 Seats available,2.7
2874,2874,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jagan Travels,A/C Sleeper (2+1),24-Jul,02:00,08:30,06h 30m,INR 900,14 Seats available,3.2
2875,2875,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jagan Travels,A/C Sleeper (2+1),24-Jul,02:30,10:45,08h 15m,INR 835,3 Seats available,3.2
2876,2876,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,23:25,06:40,07h 15m,INR 825,33 Seats available,5.0
2877,2877,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SKS Logistics,A/C Seater / Sleeper (2+1),24-Jul,03:30,11:00,07h 30m,INR 490,26 Seats available,3.1
2878,2878,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:15,06:00,06h 45m,INR 600,30 Seats available,3.0
2879,2879,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:00,04:00,07h 00m,INR 780,33 Seats available,3.0
2880,2880,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,SJR TRAVELS,A/C Seater / Sleeper (2+1),24-Jul,22:30,06:20,07h 50m,475,32 Seats available,3.7
2881,2881,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jagan Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:00,05:00,07h 00m,INR 576,34 Seats available,3.2
2882,2882,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Zingbus Plus,A/C Sleeper (2+1),24-Jul,00:45,08:05,07h 20m,804,25 Seats available,3.8
2883,2883,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),24-Jul,22:30,06:30,08h 00m,INR 649,24 Seats available,2.9
2884,2884,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),24-Jul,22:00,05:00,07h 00m,INR 1300,36 Seats available,2.8
2885,2885,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:40,07:00,07h 20m,INR 699,36 Seats available,2.8
2886,2886,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Morning Star Travels,A/C Sleeper (2+1),24-Jul,03:30,10:40,07h 10m,INR 748,16 Seats available,2.8
2887,2887,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),24-Jul,21:40,05:00,07h 20m,INR 610,41 Seats available,2.5
2888,2888,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Mayuri Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:55,07:00,07h 05m,INR 700,33 Seats available,2.6
2889,2889,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Vsaikrishna Travels,NON A/C Sleeper (2+1),24-Jul,20:40,05:10,08h 30m,INR 720,27 Seats available,2.8
2890,2890,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Dhanalakshmi Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:50,04:00,08h 10m,INR 2000,41 Seats available,2.4
2891,2891,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:45,07:00,07h 15m,447,35 Seats available,1.3
2892,2892,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),24-Jul,03:30,09:20,05h 50m,INR 699,2 Seats available,2.7
2893,2893,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,19:30,03:30,08h 00m,INR 1200,40 Seats available,2.7
2894,2894,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,23:30,06:45,07h 15m,INR 3000,36 Seats available,4.5
2895,2895,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,23:00,05:30,06h 30m,759,36 Seats available,2.6
2896,2896,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),24-Jul,19:15,04:00,08h 45m,INR 450,30 Seats available,2.6
2897,2897,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),24-Jul,02:45,09:30,06h 45m,950,10 Seats available,2.6
2898,2898,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam?fromCityId=134&toCityId=248&fromCityName=Vijayawada&toCityName=Visakhapatnam&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),24-Jul,21:30,04:00,06h 30m,1044,28 Seats available,2.6
