,Unnamed: 0,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
77,77,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1637,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),24-Jul,20:00,01:40,05h 40m,INR 374,41 Seats available,3.4
78,78,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,20:10,00:55,04h 45m,INR 352,33 Seats available,3.8
79,79,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,20:30,02:30,06h 00m,INR 352,33 Seats available,4.7
80,80,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,20:45,02:15,05h 30m,INR 352,29 Seats available,5.0
81,81,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,20:50,03:00,06h 10m,INR 352,33 Seats available,3.7
82,82,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 13762,eGARUDA,24-Jul,21:00,03:10,06h 10m,INR 415,35 Seats available,4.3
83,83,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 30310,LAHARI A/C SLEEPER CUM SEATER,24-Jul,21:00,03:00,06h 00m,INR 376,34 Seats available,4.5
84,84,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,21:10,01:45,04h 35m,INR 352,33 Seats available,3.8
85,85,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),24-Jul,21:20,02:55,05h 35m,INR 374,36 Seats available,2.6
86,86,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,21:30,03:50,06h 20m,INR 352,33 Seats available,3.4
87,87,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1049,RAJDHANI (A.C. Semi Sleeper),24-Jul,21:40,02:00,04h 20m,INR 374,37 Seats available,3.0
88,88,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,21:45,03:45,06h 00m,INR 352,31 Seats available,4.3
89,89,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 14562,eGARUDA,24-Jul,22:00,04:10,06h 10m,INR 415,35 Seats available,3.7
90,90,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1404,RAJDHANI (A.C. Semi Sleeper),24-Jul,22:00,03:40,05h 40m,INR 374,37 Seats available,3.6
91,91,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 9883,Lahari Non A/C Sleeper Cum Seater,24-Jul,22:10,04:20,06h 10m,INR 354,42 Seats available,4.0
92,92,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,24-Jul,22:10,03:30,05h 20m,INR 354,40 Seats available,4.3
93,93,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 30510,LAHARI A/C SLEEPER CUM SEATER,24-Jul,22:20,04:00,05h 40m,INR 376,35 Seats available,4.4
94,94,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 40377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,22:30,03:20,04h 50m,INR 352,32 Seats available,3.9
95,95,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,22:30,03:30,05h 00m,INR 352,30 Seats available,4.2
96,96,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,22:30,05:00,06h 30m,INR 440,31 Seats available,2.4
97,97,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 31162,RAJDHANI (A.C. Semi Sleeper),24-Jul,22:30,05:00,06h 30m,INR 374,37 Seats available,3.0
98,98,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,22:50,05:00,06h 10m,INR 352,33 Seats available,4.5
99,99,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1824,RAJDHANI (A.C. Semi Sleeper),24-Jul,23:00,03:35,04h 35m,INR 374,37 Seats available,3.5
100,100,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 14762,eGARUDA,24-Jul,23:00,05:10,06h 10m,INR 592,35 Seats available,3.9
101,101,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1594,RAJDHANI (A.C. Semi Sleeper),24-Jul,23:10,03:45,04h 35m,INR 533,37 Seats available,3.2
102,102,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 9885,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,23:10,05:20,06h 10m,INR 352,33 Seats available,3.9
103,103,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,23:25,04:25,05h 00m,INR 352,33 Seats available,4.0
104,104,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 41731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,23:30,04:20,04h 50m,INR 352,33 Seats available,3.8
105,105,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 16362,eGARUDA,24-Jul,23:30,05:40,06h 10m,INR 415,35 Seats available,3.8
106,106,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 1586,RAJDHANI (A.C. Semi Sleeper),24-Jul,23:40,04:00,04h 20m,INR 374,37 Seats available,3.1
107,107,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",24-Jul,23:55,04:50,04h 55m,INR 352,31 Seats available,3.8
108,108,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,17:30,00:05,06h 35m,500,39 Seats available,4.7
109,109,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,22:30,05:20,06h 50m,500,23 Seats available,4.6
110,110,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,10:00,16:40,06h 40m,450,39 Seats available,4.7
111,111,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:10,05:30,07h 20m,INR 479,29 Seats available,3.9
112,112,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,11:40,18:35,06h 55m,500,40 Seats available,4.7
113,113,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,16:20,23:05,06h 45m,450,39 Seats available,4.6
114,114,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:50,06:10,06h 20m,INR 420,32 Seats available,4.6
115,115,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,21:30,04:05,06h 35m,450,34 Seats available,4.5
116,116,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,23:40,06:30,06h 50m,INR 642,26 Seats available,4.6
117,117,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),24-Jul,23:45,05:55,06h 10m,INR 409,32 Seats available,4.6
118,118,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,12:30,17:40,05h 10m,450,39 Seats available,4.6
119,119,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,09:35,17:00,07h 25m,332,40 Seats available,4.5
120,120,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:45,06:00,06h 15m,INR 432,42 Seats available,4.6
121,121,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:25,06:25,07h 00m,INR 489,38 Seats available,4.6
122,122,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri Durga Malleswari Travels,A/C Sleeper (2+1),24-Jul,22:30,05:45,07h 15m,653,17 Seats available,4.5
123,123,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,21:50,04:05,06h 15m,332,35 Seats available,4.4
124,124,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,05:00,12:05,07h 05m,450,26 Seats available,4.7
125,125,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:35,05:10,06h 35m,332,29 Seats available,4.5
126,126,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:30,06:20,06h 50m,INR 360,42 Seats available,4.4
127,127,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,06:30,13:55,07h 25m,379,26 Seats available,4.4
128,128,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,22:30,06:00,07h 30m,440,31 Seats available,4.3
129,129,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,23:25,05:55,06h 30m,450,29 Seats available,4.3
130,130,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,23:00,06:30,07h 30m,379,27 Seats available,4.3
131,131,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,23:20,06:14,06h 54m,INR 667,18 Seats available,4.4
132,132,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,AC Sleeper (2+1),24-Jul,23:20,05:55,06h 35m,INR 759,24 Seats available,4.4
133,133,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,04:30,12:00,07h 30m,332,12 Seats available,4.3
134,134,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Zingbus Plus,A/C Seater / Sleeper (2+1),24-Jul,22:50,05:40,06h 50m,341,32 Seats available,4.7
135,135,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,11:35,19:00,07h 25m,332,37 Seats available,4.2
136,136,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,16:00,22:42,06h 42m,408,34 Seats available,4.2
137,137,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Yolo Bus,A/C Seater / Sleeper (2+1),24-Jul,23:24,05:43,06h 19m,INR 450,26 Seats available,4.2
138,138,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,08:40,16:00,07h 20m,332,33 Seats available,4.2
139,139,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,FRESHBUS,Electric A/C Seater (2+2),24-Jul,11:00,18:10,07h 10m,500,41 Seats available,4.5
140,140,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,14:35,22:00,07h 25m,332,37 Seats available,4.1
141,141,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri KVR Travels,A/C Sleeper (2+1),24-Jul,23:45,05:35,05h 50m,INR 870,21 Seats available,4.2
142,142,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),24-Jul,22:00,04:57,06h 57m,INR 500,32 Seats available,4.4
143,143,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,BSR Tours And Travels,VE A/C Sleeper (2+1),24-Jul,23:50,06:15,06h 25m,INR 880,19 Seats available,4.5
144,144,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,10:35,18:00,07h 25m,332,42 Seats available,4.1
145,145,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Seater / Sleeper (2+1),24-Jul,22:45,05:40,06h 55m,INR 550,22 Seats available,4.2
146,146,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,IntrCity SmartBus,A/C Seater / Sleeper (2+1),24-Jul,23:00,05:45,06h 45m,INR 487,43 Seats available,4.6
147,147,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater/Sleeper (2+1),24-Jul,21:30,05:20,07h 50m,413,24 Seats available,4.2
148,148,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),24-Jul,23:30,05:45,06h 15m,INR 400,26 Seats available,4.2
149,149,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Svkdt travels,A/C Sleeper (2+1),24-Jul,23:00,05:50,06h 50m,INR 667,25 Seats available,4.0
150,150,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,NueGo,Electric A/C Seater (2+2),24-Jul,23:25,06:55,07h 30m,332,41 Seats available,3.9
151,151,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad?fromCityId=134&toCityId=124&fromCityName=Vijayawada&toCityName=Hyderabad&busType=Any&onward=23-Jul-2024,Sai Sri Krishna Travels,A/C Sleeper (2+1),24-Jul,23:20,06:15,06h 55m,1620,24 Seats available,4.1
