,s_no,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
10185,10185,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 190588,Express Non AC Seater 2+3,24-Jul,15:25,19:40,04h 15m,211,42,3.8
10186,10186,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 190537,Express Non AC Seater 2+3,24-Jul,15:40,19:40,04h 00m,211,42,3.8
10187,10187,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 180708,Express Non AC Seater 2+3,24-Jul,15:45,20:30,04h 45m,211,42,3.8
10188,10188,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 157455,Super Luxury Volvo AC Seater Pushback 2+2,24-Jul,16:00,19:15,03h 15m,424,37,3.2
10189,10189,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 193666,Express Non AC Seater 2+3,24-Jul,16:25,20:50,04h 25m,211,42,3.8
10190,10190,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 157466,Express Non AC Seater 2+3,24-Jul,16:40,21:45,05h 05m,211,42,3.8
10191,10191,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 191240,NON AC Seater / Sleeper 2+1,24-Jul,16:50,20:55,04h 05m,282,37,3.8
10192,10192,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 193186,Express Non AC Seater 2+3,24-Jul,17:00,21:30,04h 30m,211,42,3.8
10193,10193,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 169915,Express Non AC Seater 2+3,24-Jul,17:30,21:30,04h 00m,211,42,3.8
10194,10194,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 190595,Express Non AC Seater 2+3,24-Jul,17:35,22:00,04h 25m,211,42,3.8
10195,10195,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 188046,Express Non AC Seater 2+3,24-Jul,17:45,21:30,03h 45m,211,42,3.8
10196,10196,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,24-Jul,17:45,21:00,03h 15m,424,31,4.6
10197,10197,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 173326,Express Non AC Seater 2+3,24-Jul,17:50,21:45,03h 55m,211,42,3.8
10198,10198,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 167049,Express Non AC Seater 2+3,24-Jul,17:55,21:50,03h 55m,211,42,3.8
10199,10199,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 180722,Express Non AC Seater 2+3,24-Jul,18:05,23:15,05h 10m,211,42,3.8
10200,10200,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 169078,NON AC Seater / Sleeper 2+1,24-Jul,18:15,22:45,04h 30m,282,37,3.8
10201,10201,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 191108,NON AC Seater / Sleeper 2+1,24-Jul,18:35,23:30,04h 55m,282,37,3.8
10202,10202,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 178737,Express Non AC Seater 2+3,24-Jul,18:55,23:00,04h 05m,211,42,3.8
10203,10203,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 175650,Super Luxury Volvo AC Seater Pushback 2+2,24-Jul,19:30,23:00,03h 30m,424,37,3.8
10204,10204,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 188804,Express Non AC Seater 2+3,24-Jul,20:00,23:45,03h 45m,211,42,3.8
10205,10205,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,24-Jul,20:30,23:45,03h 15m,424,37,4.5
10206,10206,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 190584,Express Non AC Seater 2+3,24-Jul,20:50,01:10,04h 20m,211,42,3.8
10207,10207,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 172923,Express Non AC Seater 2+3,24-Jul,21:15,01:30,04h 15m,211,42,3.8
10208,10208,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 190951,Express Non AC Seater 2+3,24-Jul,21:20,01:30,04h 10m,211,42,3.8
10209,10209,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 163969,Express Non AC Seater 2+3,24-Jul,22:30,02:15,03h 45m,211,42,3.8
10210,10210,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 187140,NON AC Seater / Sleeper 2+1,24-Jul,22:30,03:00,04h 30m,282,37,3.8
10211,10211,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 191156,NON AC Seater / Sleeper 2+1,24-Jul,22:45,03:00,04h 15m,282,37,3.8
10212,10212,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,24-Jul,22:45,02:15,03h 30m,424,31,4.4
10213,10213,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 183580,Semi Deluxe Non AC Seater 2+2,24-Jul,23:35,03:15,03h 40m,230,35,3.8
10214,10214,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RSRTC - 192277,Semi Deluxe Non AC Seater 2+2,24-Jul,23:55,04:00,04h 05m,230,35,3.8
10215,10215,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,24-Jul,11:25,14:45,03h 20m,300,38,3.3
10216,10216,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,V k jain travels,NON A/C Seater/ Sleeper (2+1),24-Jul,12:35,17:01,04h 26m,300,36,3.0
10217,10217,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,NON AC Seater / Sleeper 2+1,24-Jul,14:40,18:30,03h 50m,300,36,3.5
10218,10218,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,A/C Seater / Sleeper (2+1),24-Jul,17:20,20:45,03h 25m,300,39,3.5
10219,10219,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,NON AC Seater / Sleeper 2+1,24-Jul,17:36,21:25,03h 49m,400,42,3.5
10220,10220,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,AC Sleeper (2+1),24-Jul,18:15,22:15,04h 00m,500,32,3.5
10221,10221,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,NON AC Seater / Sleeper 2+1,24-Jul,19:30,23:00,03h 30m,350,42,3.5
10222,10222,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,21:20,23:59,02h 39m,500,38,3.5
10223,10223,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Dashmesh Travels,A/C Seater / Sleeper (2+1),24-Jul,21:45,01:15,03h 30m,600,35,3.5
10224,10224,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,NON AC Seater/ Sleeper (2+1),24-Jul,21:45,01:15,03h 30m,300,42,3.5
10225,10225,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Pandit Travels,NON AC Seater / Sleeper 2+1,24-Jul,21:45,01:15,03h 30m,500,36,4.0
10226,10226,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,NON AC Seater/ Sleeper (2+1),24-Jul,22:21,01:57,03h 36m,550,36,3.5
10227,10227,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,V k jain travels,NON A/C Seater/ Sleeper (2+1),24-Jul,22:25,02:25,04h 00m,500,23,3.0
10228,10228,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,NS Travels,A/C Sleeper (2+1),24-Jul,22:50,01:40,02h 50m,499,15,0.0
10229,10229,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,NON AC Seater / Sleeper 2+1,24-Jul,22:55,01:45,02h 50m,350,42,3.5
10230,10230,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,FlixBus,A/C Sleeper (2+1),24-Jul,23:00,02:25,03h 25m,115,20,3.8
10231,10231,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Jain travels regd,AC Sleeper (2+1),24-Jul,23:00,02:15,03h 15m,500,30,3.5
10232,10232,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Sagwan Travels,A/C Seater / Sleeper (2+1),24-Jul,23:30,02:43,03h 13m,475,37,3.4
10233,10233,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Dashmesh Travels,A/C Seater / Sleeper (2+1),24-Jul,23:30,03:00,03h 30m,600,36,3.5
10234,10234,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),24-Jul,23:40,03:15,03h 35m,599,38,3.9
10235,10235,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Safar travels and cargo,A/C Sleeper (2+1),24-Jul,12:45,17:00,04h 15m,600,26,2.5
10236,10236,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Raj Travels(EXPRESS),A/C Sleeper (2+1),24-Jul,12:45,17:00,04h 15m,569,38,2.8
10237,10237,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Rajat Rides Tours and Travels,A/C Sleeper (2+1),24-Jul,14:00,17:30,03h 30m,600,34,2.1
10238,10238,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Maruti Travels Balotra,NON AC Seater / Sleeper 2+1,24-Jul,16:02,19:54,03h 52m,580,34,2.6
10239,10239,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Kalpana Travels Pvt. Ltd.,AC Sleeper (2+1),24-Jul,17:15,22:30,05h 15m,600,30,2.8
10240,10240,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),24-Jul,18:20,23:15,04h 55m,350,37,2.8
10241,10241,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Choudhary travels and cargo,A/C Seater / Sleeper (2+1),24-Jul,18:30,22:00,03h 30m,600,23,1.9
10242,10242,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Sharad Travels,A/C Sleeper (2+1),24-Jul,19:00,23:55,04h 55m,600,30,2.7
10243,10243,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,AMIT TRAVELS REGD.,NON A/C Sleeper (2+1),24-Jul,20:15,00:40,04h 25m,500,36,2.0
10244,10244,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Ashok Travels Ajmer,Non A/C Seater / Sleeper (2+1),24-Jul,20:30,23:59,03h 29m,360,42,1.6
10245,10245,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,RR Travels,A/C Seater / Sleeper (2+1),24-Jul,23:40,03:50,04h 10m,333,41,2.2
10246,10246,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Laxmi traveller,A/C Seater / Sleeper (2+1),24-Jul,23:40,02:55,03h 15m,450,22,2.3
10247,10247,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),24-Jul,00:25,03:55,03h 30m,415,34,2.3
10248,10248,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Gajraj bus service,NON A/C Sleeper (2+1),24-Jul,15:50,20:15,04h 25m,1299,36,3.9
10249,10249,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Pooja Paraswnath Travels,AC Sleeper (2+1),24-Jul,16:10,19:33,03h 23m,1571,36,3.1
10250,10250,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Mahadev Travels(pipar),AC Sleeper (2+1),24-Jul,16:26,21:16,04h 50m,1714,36,4.2
10251,10251,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),24-Jul,17:30,21:00,03h 30m,1200,40,3.3
10252,10252,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),24-Jul,17:40,22:00,04h 20m,1499,40,3.7
10253,10253,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur?fromCityId=809&toCityId=807&fromCityName=Beawar%20(Rajasthan)&toCityName=Jaipur&busType=Any&onward=23-Jul-2024,Shri Charbhuja Travels (A Unit Of Bala Agri..),A/C Seater / Sleeper (2+1),24-Jul,18:03,21:33,03h 30m,1160,39,3.6
