,s_no,route,route-collected,name,type,Date,departure_time,arrival_time,duration,price,seats_available,rating
5307,5307,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 24858,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,05:30,09:30,04h 00m,248,37,3.8
5308,5308,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4375,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,05:40,09:55,04h 15m,261,33,3.8
5309,5309,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23974,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,05:45,09:15,03h 30m,260,33,3.8
5310,5310,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3436,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,06:10,09:40,03h 30m,261,33,2.7
5311,5311,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 35101,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,06:20,10:35,04h 15m,261,33,2.8
5312,5312,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 24862,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,06:30,10:30,04h 00m,248,37,3.8
5313,5313,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9366,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,06:30,11:35,05h 05m,261,33,3.8
5314,5314,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23976,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,06:45,10:15,03h 30m,260,31,3.8
5315,5315,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4260,Express(Non AC Seater),24-Jul,07:00,11:15,04h 15m,199,47,3.8
5316,5316,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2804,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,07:35,11:05,03h 30m,248,36,3.8
5317,5317,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4377,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,07:45,12:00,04h 15m,261,33,3.8
5318,5318,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3446,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,08:00,11:15,03h 15m,261,33,3.9
5319,5319,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4268,Express(Non AC Seater),24-Jul,08:30,12:45,04h 15m,199,47,3.8
5320,5320,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3498,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,08:30,12:00,03h 30m,401,43,4.2
5321,5321,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3051,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,09:00,13:15,04h 15m,252,35,3.8
5322,5322,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3486,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,09:00,12:30,03h 30m,261,33,4.9
5323,5323,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3464,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,09:15,12:50,03h 35m,261,33,3.8
5324,5324,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4262,Express(Non AC Seater),24-Jul,09:30,13:45,04h 15m,199,47,3.8
5325,5325,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23952,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,09:45,13:00,03h 15m,263,32,4.7
5326,5326,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9322,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,10:00,14:30,04h 30m,261,30,3.8
5327,5327,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3978,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,10:30,16:20,05h 50m,261,33,3.8
5328,5328,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23954,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,10:45,14:00,03h 15m,263,32,4.2
5329,5329,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2992,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,11:00,15:00,04h 00m,248,31,3.8
5330,5330,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4507,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,11:15,15:00,03h 45m,261,34,3.8
5331,5331,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 5786,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,11:30,16:45,05h 15m,252,37,3.8
5332,5332,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 35103,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,11:30,15:00,03h 30m,401,43,3.4
5333,5333,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9496,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,11:45,17:05,05h 20m,261,33,3.8
5334,5334,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23956,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,11:45,15:00,03h 15m,263,32,3.8
5335,5335,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2874,Express(Non AC Seater),24-Jul,12:00,16:00,04h 00m,200,47,2.9
5336,5336,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4468,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,12:30,16:00,03h 30m,261,33,2.0
5337,5337,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9334,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,13:00,16:30,03h 30m,401,42,3.4
5338,5338,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4444,INDRA(A.C. Seater),24-Jul,13:15,18:15,05h 00m,316,35,3.7
5339,5339,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4466,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,13:15,16:45,03h 30m,261,33,2.3
5340,5340,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2881,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,13:30,17:30,04h 00m,248,34,3.8
5341,5341,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3067,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,14:30,18:45,04h 15m,263,33,2.5
5342,5342,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 24854,Express(Non AC Seater),24-Jul,14:30,18:30,04h 00m,200,47,3.8
5343,5343,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2860,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,14:30,18:30,04h 00m,260,31,3.8
5344,5344,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23958,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,14:45,18:15,03h 30m,260,33,3.8
5345,5345,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3009,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,15:00,19:00,04h 00m,263,31,4.6
5346,5346,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 2885,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,15:00,18:55,03h 55m,248,35,3.8
5347,5347,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4511,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,15:15,19:15,04h 00m,261,34,3.8
5348,5348,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 24864,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,15:30,19:30,04h 00m,248,36,3.8
5349,5349,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23960,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,15:45,19:15,03h 30m,260,33,3.8
5350,5350,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3492,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,16:00,19:15,03h 15m,401,44,3.9
5351,5351,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3466,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,16:30,20:05,03h 35m,261,34,3.6
5352,5352,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 24860,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,16:30,20:30,04h 00m,248,36,3.8
5353,5353,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23962,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,16:45,20:15,03h 30m,260,33,3.8
5354,5354,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 27299,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,16:45,21:15,04h 30m,250,35,3.8
5355,5355,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3430,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,17:15,20:45,03h 30m,401,45,4.5
5356,5356,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4381,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,17:15,21:45,04h 30m,261,33,3.4
5357,5357,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3039,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,17:30,22:00,04h 30m,252,35,3.6
5358,5358,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23964,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,17:45,21:15,03h 30m,260,33,4.5
5359,5359,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3135,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,17:45,22:30,04h 45m,263,33,3.8
5360,5360,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3071,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,18:00,22:15,04h 15m,263,33,3.4
5361,5361,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4411,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,18:15,22:30,04h 15m,261,33,3.3
5362,5362,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23966,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,18:45,22:00,03h 15m,263,31,3.2
5363,5363,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3496,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,18:45,22:00,03h 15m,401,45,4.4
5364,5364,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3137,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,18:45,23:15,04h 30m,263,33,3.8
5365,5365,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3774,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,19:15,23:55,04h 40m,261,33,3.8
5366,5366,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3637,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,19:30,00:15,04h 45m,261,33,3.8
5367,5367,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23968,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,19:45,23:00,03h 15m,263,32,3.8
5368,5368,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3017,INDRA(A.C. Seater),24-Jul,20:00,23:30,03h 30m,318,35,3.5
5369,5369,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 23970,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,20:45,00:15,03h 30m,260,33,3.9
5370,5370,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3840,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,21:10,02:15,05h 05m,286,33,3.8
5371,5371,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3139,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,21:20,01:00,03h 40m,263,33,4.7
5372,5372,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4058,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,21:20,02:15,04h 55m,261,33,3.8
5373,5373,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3257,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",24-Jul,22:00,01:45,03h 45m,252,35,3.8
5374,5374,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3938,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),24-Jul,22:00,01:15,03h 15m,401,44,3.8
5375,5375,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 9200,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,22:00,01:30,03h 30m,263,33,3.8
5376,5376,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3455,INDRA(A.C. Seater),24-Jul,22:30,02:30,04h 00m,318,37,3.8
5377,5377,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 3488,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,22:30,02:00,03h 30m,261,33,3.8
5378,5378,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry?fromCityId=134&toCityId=71757&fromCityName=Vijayawada&toCityName=Rajahmundry&busType=Any&srcCountry=IND&destCountry=IND&onward=23-Jul-2024,APSRTC - 4274,Super Luxury (Non AC Seater 2+2 Push Back),24-Jul,22:40,02:00,03h 20m,260,34,3.8
